CONCEPT_ID,PARENT_CONCEPT_ID,LEVEL,TRAIT_DESCRIPTION,"SYS_CONNECT_BY_PATH(C1.TRAIT_DESCRIPTION,':')",IsLeaf
10541,1054,5,Good Space Perception,:Personal Traits:Cognitive Ability:Visual Perception:Space Perception:Good Space Perception,1
10542,1054,5,Poor Space Perception,:Personal Traits:Cognitive Ability:Visual Perception:Space Perception:Poor Space Perception,1
10541,1054,2,Good Space Perception,:Space Perception:Good Space Perception,1
10542,1054,2,Poor Space Perception,:Space Perception:Poor Space Perception,1
10542,1054,4,Poor Space Perception,:Cognitive Ability:Visual Perception:Space Perception:Poor Space Perception,1
10542,1054,1,Poor Space Perception,:Poor Space Perception,1
10541,1054,3,Good Space Perception,:Visual Perception:Space Perception:Good Space Perception,1
10542,1054,3,Poor Space Perception,:Visual Perception:Space Perception:Poor Space Perception,1
10541,1054,4,Good Space Perception,:Cognitive Ability:Visual Perception:Space Perception:Good Space Perception,1
10541,1054,1,Good Space Perception,:Good Space Perception,1
1066,1055,3,Mental Flexibility,:Personal Traits:Executive Function:Mental Flexibility,0
1056,1055,2,Emotional Regulation and Control,:Executive Function:Emotional Regulation and Control,0
1076,1055,3,Working Memory,:Personal Traits:Executive Function:Working Memory,0
1075,1055,3,Response Inhibition,:Personal Traits:Executive Function:Response Inhibition,1
1070,1055,3,Planning,:Personal Traits:Executive Function:Planning,0
1066,1055,1,Mental Flexibility,:Mental Flexibility,0
1056,1055,1,Emotional Regulation and Control,:Emotional Regulation and Control,0
1076,1055,1,Working Memory,:Working Memory,0
1075,1055,1,Response Inhibition,:Response Inhibition,1
1070,1055,1,Planning,:Planning,0
1076,1055,2,Working Memory,:Executive Function:Working Memory,0
1075,1055,2,Response Inhibition,:Executive Function:Response Inhibition,1
1070,1055,2,Planning,:Executive Function:Planning,0
1066,1055,2,Mental Flexibility,:Executive Function:Mental Flexibility,0
1056,1055,3,Emotional Regulation and Control,:Personal Traits:Executive Function:Emotional Regulation and Control,0
1057,1056,4,Control of Emotional Reactions,:Personal Traits:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions,0
1065,1056,4,Self-Injurious Behavior,:Personal Traits:Executive Function:Emotional Regulation and Control:Self-Injurious Behavior,0
1061,1056,4,Impulse Control and Regulation,:Personal Traits:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation,0
1057,1056,1,Control of Emotional Reactions,:Control of Emotional Reactions,0
1065,1056,1,Self-Injurious Behavior,:Self-Injurious Behavior,0
1065,1056,3,Self-Injurious Behavior,:Executive Function:Emotional Regulation and Control:Self-Injurious Behavior,0
1057,1056,2,Control of Emotional Reactions,:Emotional Regulation and Control:Control of Emotional Reactions,0
1065,1056,2,Self-Injurious Behavior,:Emotional Regulation and Control:Self-Injurious Behavior,0
1061,1056,2,Impulse Control and Regulation,:Emotional Regulation and Control:Impulse Control and Regulation,0
1061,1056,3,Impulse Control and Regulation,:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation,0
1057,1056,3,Control of Emotional Reactions,:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions,0
1061,1056,1,Impulse Control and Regulation,:Impulse Control and Regulation,0
1058,1057,5,Anger Control,:Personal Traits:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Anger Control,0
1059,1057,4,Emotional Outbursts,:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Emotional Outbursts,0
1059,1057,5,Emotional Outbursts,:Personal Traits:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Emotional Outbursts,0
1058,1057,2,Anger Control,:Control of Emotional Reactions:Anger Control,0
1060,1057,2,Managing Internal Emotions,:Control of Emotional Reactions:Managing Internal Emotions,0
1059,1057,2,Emotional Outbursts,:Control of Emotional Reactions:Emotional Outbursts,0
1058,1057,1,Anger Control,:Anger Control,0
1060,1057,1,Managing Internal Emotions,:Managing Internal Emotions,0
1059,1057,1,Emotional Outbursts,:Emotional Outbursts,0
1058,1057,3,Anger Control,:Emotional Regulation and Control:Control of Emotional Reactions:Anger Control,0
1060,1057,3,Managing Internal Emotions,:Emotional Regulation and Control:Control of Emotional Reactions:Managing Internal Emotions,0
1059,1057,3,Emotional Outbursts,:Emotional Regulation and Control:Control of Emotional Reactions:Emotional Outbursts,0
1058,1057,4,Anger Control,:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Anger Control,0
1060,1057,4,Managing Internal Emotions,:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Managing Internal Emotions,0
1060,1057,5,Managing Internal Emotions,:Personal Traits:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Managing Internal Emotions,0
10581,1058,6,Good Anger Control,:Personal Traits:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Anger Control:Good Anger Control,1
10582,1058,6,Poor Anger Control,:Personal Traits:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Anger Control:Poor Anger Control,1
10581,1058,3,Good Anger Control,:Control of Emotional Reactions:Anger Control:Good Anger Control,1
10582,1058,3,Poor Anger Control,:Control of Emotional Reactions:Anger Control:Poor Anger Control,1
10581,1058,2,Good Anger Control,:Anger Control:Good Anger Control,1
10582,1058,5,Poor Anger Control,:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Anger Control:Poor Anger Control,1
10581,1058,1,Good Anger Control,:Good Anger Control,1
10582,1058,1,Poor Anger Control,:Poor Anger Control,1
10581,1058,4,Good Anger Control,:Emotional Regulation and Control:Control of Emotional Reactions:Anger Control:Good Anger Control,1
10582,1058,4,Poor Anger Control,:Emotional Regulation and Control:Control of Emotional Reactions:Anger Control:Poor Anger Control,1
10581,1058,5,Good Anger Control,:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Anger Control:Good Anger Control,1
10582,1058,2,Poor Anger Control,:Anger Control:Poor Anger Control,1
10591,1059,6,No Emotional Outbursts,:Personal Traits:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Emotional Outbursts:No Emotional Outbursts,1
10592,1059,6,Some Emotional Outbursts,:Personal Traits:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Emotional Outbursts:Some Emotional Outbursts,1
10591,1059,3,No Emotional Outbursts,:Control of Emotional Reactions:Emotional Outbursts:No Emotional Outbursts,1
10592,1059,3,Some Emotional Outbursts,:Control of Emotional Reactions:Emotional Outbursts:Some Emotional Outbursts,1
10591,1059,2,No Emotional Outbursts,:Emotional Outbursts:No Emotional Outbursts,1
10592,1059,5,Some Emotional Outbursts,:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Emotional Outbursts:Some Emotional Outbursts,1
10591,1059,1,No Emotional Outbursts,:No Emotional Outbursts,1
10592,1059,1,Some Emotional Outbursts,:Some Emotional Outbursts,1
10591,1059,4,No Emotional Outbursts,:Emotional Regulation and Control:Control of Emotional Reactions:Emotional Outbursts:No Emotional Outbursts,1
10592,1059,4,Some Emotional Outbursts,:Emotional Regulation and Control:Control of Emotional Reactions:Emotional Outbursts:Some Emotional Outbursts,1
10591,1059,5,No Emotional Outbursts,:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Emotional Outbursts:No Emotional Outbursts,1
10592,1059,2,Some Emotional Outbursts,:Emotional Outbursts:Some Emotional Outbursts,1
10601,1060,6,Good Managing Internal Emotions,:Personal Traits:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Managing Internal Emotions:Good Managing Internal Emotions,1
10602,1060,6,Poor Managing Internal Emotions,:Personal Traits:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Managing Internal Emotions:Poor Managing Internal Emotions,1
10601,1060,3,Good Managing Internal Emotions,:Control of Emotional Reactions:Managing Internal Emotions:Good Managing Internal Emotions,1
10602,1060,3,Poor Managing Internal Emotions,:Control of Emotional Reactions:Managing Internal Emotions:Poor Managing Internal Emotions,1
10601,1060,2,Good Managing Internal Emotions,:Managing Internal Emotions:Good Managing Internal Emotions,1
10602,1060,2,Poor Managing Internal Emotions,:Managing Internal Emotions:Poor Managing Internal Emotions,1
10601,1060,1,Good Managing Internal Emotions,:Good Managing Internal Emotions,1
10602,1060,1,Poor Managing Internal Emotions,:Poor Managing Internal Emotions,1
10601,1060,4,Good Managing Internal Emotions,:Emotional Regulation and Control:Control of Emotional Reactions:Managing Internal Emotions:Good Managing Internal Emotions,1
10602,1060,4,Poor Managing Internal Emotions,:Emotional Regulation and Control:Control of Emotional Reactions:Managing Internal Emotions:Poor Managing Internal Emotions,1
10601,1060,5,Good Managing Internal Emotions,:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Managing Internal Emotions:Good Managing Internal Emotions,1
10602,1060,5,Poor Managing Internal Emotions,:Executive Function:Emotional Regulation and Control:Control of Emotional Reactions:Managing Internal Emotions:Poor Managing Internal Emotions,1
1064,1061,5,Impatience,:Personal Traits:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Impatience,0
1062,1061,4,Acting Before Thinking,:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Acting Before Thinking,0
1062,1061,5,Acting Before Thinking,:Personal Traits:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Acting Before Thinking,0
1062,1061,1,Acting Before Thinking,:Acting Before Thinking,0
1064,1061,2,Impatience,:Impulse Control and Regulation:Impatience,0
1063,1061,2,Immoderate Behavior,:Impulse Control and Regulation:Immoderate Behavior,0
1062,1061,2,Acting Before Thinking,:Impulse Control and Regulation:Acting Before Thinking,0
1064,1061,1,Impatience,:Impatience,0
1063,1061,1,Immoderate Behavior,:Immoderate Behavior,0
1064,1061,3,Impatience,:Emotional Regulation and Control:Impulse Control and Regulation:Impatience,0
1063,1061,3,Immoderate Behavior,:Emotional Regulation and Control:Impulse Control and Regulation:Immoderate Behavior,0
1062,1061,3,Acting Before Thinking,:Emotional Regulation and Control:Impulse Control and Regulation:Acting Before Thinking,0
1064,1061,4,Impatience,:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Impatience,0
1063,1061,4,Immoderate Behavior,:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Immoderate Behavior,0
1063,1061,5,Immoderate Behavior,:Personal Traits:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Immoderate Behavior,0
10621,1062,6,Thinking Before Acting,:Personal Traits:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Acting Before Thinking:Thinking Before Acting,1
10622,1062,6,Impulsive Acting,:Personal Traits:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Acting Before Thinking:Impulsive Acting,1
10621,1062,2,Thinking Before Acting,:Acting Before Thinking:Thinking Before Acting,1
10622,1062,2,Impulsive Acting,:Acting Before Thinking:Impulsive Acting,1
10621,1062,1,Thinking Before Acting,:Thinking Before Acting,1
10622,1062,5,Impulsive Acting,:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Acting Before Thinking:Impulsive Acting,1
10621,1062,3,Thinking Before Acting,:Impulse Control and Regulation:Acting Before Thinking:Thinking Before Acting,1
10622,1062,3,Impulsive Acting,:Impulse Control and Regulation:Acting Before Thinking:Impulsive Acting,1
10621,1062,4,Thinking Before Acting,:Emotional Regulation and Control:Impulse Control and Regulation:Acting Before Thinking:Thinking Before Acting,1
10622,1062,4,Impulsive Acting,:Emotional Regulation and Control:Impulse Control and Regulation:Acting Before Thinking:Impulsive Acting,1
10621,1062,5,Thinking Before Acting,:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Acting Before Thinking:Thinking Before Acting,1
10622,1062,1,Impulsive Acting,:Impulsive Acting,1
10631,1063,6,Moderate Behavior,:Personal Traits:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Immoderate Behavior:Moderate Behavior,1
10632,1063,6,Frequent Immoderate Behavior,:Personal Traits:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Immoderate Behavior:Frequent Immoderate Behavior,1
10631,1063,1,Moderate Behavior,:Moderate Behavior,1
10632,1063,1,Frequent Immoderate Behavior,:Frequent Immoderate Behavior,1
10631,1063,3,Moderate Behavior,:Impulse Control and Regulation:Immoderate Behavior:Moderate Behavior,1
10632,1063,5,Frequent Immoderate Behavior,:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Immoderate Behavior:Frequent Immoderate Behavior,1
10631,1063,2,Moderate Behavior,:Immoderate Behavior:Moderate Behavior,1
10632,1063,2,Frequent Immoderate Behavior,:Immoderate Behavior:Frequent Immoderate Behavior,1
10631,1063,4,Moderate Behavior,:Emotional Regulation and Control:Impulse Control and Regulation:Immoderate Behavior:Moderate Behavior,1
10632,1063,4,Frequent Immoderate Behavior,:Emotional Regulation and Control:Impulse Control and Regulation:Immoderate Behavior:Frequent Immoderate Behavior,1
10631,1063,5,Moderate Behavior,:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Immoderate Behavior:Moderate Behavior,1
10632,1063,3,Frequent Immoderate Behavior,:Impulse Control and Regulation:Immoderate Behavior:Frequent Immoderate Behavior,1
10641,1064,6,Patient,:Personal Traits:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Impatience:Patient,1
10642,1064,6,Impatient,:Personal Traits:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Impatience:Impatient,1
10641,1064,1,Patient,:Patient,1
10642,1064,1,Impatient,:Impatient,1
10641,1064,3,Patient,:Impulse Control and Regulation:Impatience:Patient,1
10642,1064,5,Impatient,:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Impatience:Impatient,1
10641,1064,2,Patient,:Impatience:Patient,1
10642,1064,2,Impatient,:Impatience:Impatient,1
10641,1064,4,Patient,:Emotional Regulation and Control:Impulse Control and Regulation:Impatience:Patient,1
10642,1064,4,Impatient,:Emotional Regulation and Control:Impulse Control and Regulation:Impatience:Impatient,1
10641,1064,5,Patient,:Executive Function:Emotional Regulation and Control:Impulse Control and Regulation:Impatience:Patient,1
10642,1064,3,Impatient,:Impulse Control and Regulation:Impatience:Impatient,1
10651,1065,5,No Self Injury,:Personal Traits:Executive Function:Emotional Regulation and Control:Self-Injurious Behavior:No Self Injury,1
10652,1065,5,Harm Him/Herself,:Personal Traits:Executive Function:Emotional Regulation and Control:Self-Injurious Behavior:Harm Him/Herself,1
10651,1065,1,No Self Injury,:No Self Injury,1
10652,1065,1,Harm Him/Herself,:Harm Him/Herself,1
